title,pubDate,guid,link,description
One dead after trawler which sailed from Peterhead capsizes off Norway,"Mon, 07 Mar 2022 15:26:57 GMT",https://www.bbc.co.uk/news/uk-scotland-60645898,https://www.bbc.co.uk/news/uk-scotland-60645898?at_medium=RSS&at_campaign=KARANGA,Three crew were flown to hospital after being found on the keel of the boat which sailed from Peterhead.
Baby killed in suspected dog attack at Ostler's Plantation,"Mon, 07 Mar 2022 15:37:18 GMT",https://www.bbc.co.uk/news/uk-england-lincolnshire-60649825,https://www.bbc.co.uk/news/uk-england-lincolnshire-60649825?at_medium=RSS&at_campaign=KARANGA,A man and woman are arrested on suspicion of a dangerous dogs offence after a three-month-old dies.
Scans reveal how Covid may change the brain,"Mon, 07 Mar 2022 16:00:06 GMT",https://www.bbc.co.uk/news/health-60591487,https://www.bbc.co.uk/news/health-60591487?at_medium=RSS&at_campaign=KARANGA,"Even after a mild infection, the overall size of the brain had shrunk, researchers found."
Corrie Mckeague would binge-drink after friend's death - inquest,"Mon, 07 Mar 2022 13:51:51 GMT",https://www.bbc.co.uk/news/uk-england-suffolk-60647946,https://www.bbc.co.uk/news/uk-england-suffolk-60647946?at_medium=RSS&at_campaign=KARANGA,An inquest is being held after Corrie Mckeague vanished after a night out in Suffolk.
Chaos and tears as thousands try to catch a train out of Ukraine,"Mon, 07 Mar 2022 10:53:21 GMT",https://www.bbc.co.uk/news/world-europe-60645126,https://www.bbc.co.uk/news/world-europe-60645126?at_medium=RSS&at_campaign=KARANGA,"At the central train station in Lviv, many thousands arrive after fleeing bombed out cities further east."
"Ukraine maps: Ukraine says Russian ceasefire offer ""immoral""","Mon, 07 Mar 2022 12:34:23 GMT",https://www.bbc.co.uk/news/world-europe-60506682,https://www.bbc.co.uk/news/world-europe-60506682?at_medium=RSS&at_campaign=KARANGA,"Russia says it will offer civilians an evacuation route, but only to territory in Russia and Belarus."
How many refugees have fled Ukraine and where are they going?,"Mon, 07 Mar 2022 15:04:02 GMT",https://www.bbc.co.uk/news/world-60555472,https://www.bbc.co.uk/news/world-60555472?at_medium=RSS&at_campaign=KARANGA,The UN says four million people may try to escape the war in Ukraine.
Five ways the Ukraine war could push up prices,"Mon, 07 Mar 2022 12:22:42 GMT",https://www.bbc.co.uk/news/business-60509453,https://www.bbc.co.uk/news/business-60509453?at_medium=RSS&at_campaign=KARANGA,Prices for everyday items could go up at a time when the cost of living is already rising.
Ukraine: Irish student makes fresh escape attempt,"Mon, 07 Mar 2022 15:44:10 GMT",https://www.bbc.co.uk/news/world-europe-60638895,https://www.bbc.co.uk/news/world-europe-60638895?at_medium=RSS&at_campaign=KARANGA,A 19-year-old Irish woman living in Sumy is trying to leave the country amid Russian attacks.
Economic Crime Bill: What is it and will it find Putin's loot?,"Thu, 03 Mar 2022 17:17:00 GMT",https://www.bbc.co.uk/news/uk-60579997,https://www.bbc.co.uk/news/uk-60579997?at_medium=RSS&at_campaign=KARANGA,"Will the Economic Crime Bill really tackle Putin's money - or is it too little, too late?"
Doctors call on Wales not to pick Francis following head injury against England,"Mon, 07 Mar 2022 15:02:21 GMT",https://www.bbc.co.uk/sport/rugby-union/60640946,https://www.bbc.co.uk/sport/rugby-union/60640946?at_medium=RSS&at_campaign=KARANGA,"The decision to declare Wales prop Tomas Francis fit to face France in the Six Nations in Cardiff on Friday has been described as a ""grave mistake""."
Henderson back in Ireland squad to face England but Larmour out for rest of Six Nations,"Mon, 07 Mar 2022 10:46:12 GMT",https://www.bbc.co.uk/sport/rugby-union/60646632,https://www.bbc.co.uk/sport/rugby-union/60646632?at_medium=RSS&at_campaign=KARANGA,Iain Henderson is back in Ireland's squad for the Six Nations game against England but Jordan Larmour will miss the rest of the tournament.
"Six Nations 2022: Gray, Hastings, Young & Thompson added to Scotland squad","Mon, 07 Mar 2022 13:58:32 GMT",https://www.bbc.co.uk/sport/rugby-union/60650452,https://www.bbc.co.uk/sport/rugby-union/60650452?at_medium=RSS&at_campaign=KARANGA,"Jonny Gray, Adam Hastings and two others join the Scotland squad before Saturday's Six Nations meeting with Italy in Rome."
"'If you have it, flaunt it' - West Indies icon Richards at 70 talks cricket style, friendship with Lord Botham and standing up to racism","Mon, 07 Mar 2022 14:47:13 GMT",https://www.bbc.co.uk/sport/cricket/60649141,https://www.bbc.co.uk/sport/cricket/60649141?at_medium=RSS&at_campaign=KARANGA,"Former West Indies captain Sir Viv Richards, one of the greatest batters of all time, speaks to BBC Sport on his 70th birthday."
Russian gymnast investigated for wearing pro-war symbol,"Sun, 06 Mar 2022 20:10:43 GMT",https://www.bbc.co.uk/sport/gymnastics/60641891,https://www.bbc.co.uk/sport/gymnastics/60641891?at_medium=RSS&at_campaign=KARANGA,Russian gymnast Ivan Kuliak is being investigated after wearing a national war symbol on his leotard as he stood next to a Ukrainian rival on the podium in Qatar on Saturday.
"Warne died from natural causes, Thai police say","Mon, 07 Mar 2022 11:26:47 GMT",https://www.bbc.co.uk/news/world-asia-60645939,https://www.bbc.co.uk/news/world-asia-60645939?at_medium=RSS&at_campaign=KARANGA,Thai police say there's no sign of foul play in the cricketer's death while on holiday on Koh Samui.
"War in Ukraine: 'It's hell, it's really hell' - Families flee bombs in Irpin","Mon, 07 Mar 2022 16:22:24 GMT",https://www.bbc.co.uk/news/world-europe-60651801,https://www.bbc.co.uk/news/world-europe-60651801?at_medium=RSS&at_campaign=KARANGA,"Silent and weeping, a stream of civilians with backpacks try to outpace the Russian shells."
Ukraine: Volodymyr Zelensky to address UK MPs in Commons,"Mon, 07 Mar 2022 21:23:25 GMT",https://www.bbc.co.uk/news/uk-politics-60655003,https://www.bbc.co.uk/news/uk-politics-60655003?at_medium=RSS&at_campaign=KARANGA,The Ukrainian president will speak via video link to British politicians on Tuesday.
Blue and yellow flowers as Queen meets Trudeau,"Mon, 07 Mar 2022 17:36:58 GMT",https://www.bbc.co.uk/news/uk-60650285,https://www.bbc.co.uk/news/uk-60650285?at_medium=RSS&at_campaign=KARANGA,The Queen returns to in-person meetings with what appears to be a subtle show of support for Ukraine.
Ukraine conflict: Petrol at fresh record as oil and gas prices soar,"Mon, 07 Mar 2022 16:48:24 GMT",https://www.bbc.co.uk/news/business-60642786,https://www.bbc.co.uk/news/business-60642786?at_medium=RSS&at_campaign=KARANGA,"Investors fear a global economic shock, with rising fuel bills causing more pain for households."
Lynda Baron: Open All Hours and Come Outside actress dies aged 82,"Mon, 07 Mar 2022 17:35:18 GMT",https://www.bbc.co.uk/news/entertainment-arts-60647760,https://www.bbc.co.uk/news/entertainment-arts-60647760?at_medium=RSS&at_campaign=KARANGA,"The actress played Nurse Gladys Emmanuel in the sitcom, and appeared in Come Outside and EastEnders."
Ukraine war: Boris Johnson defends refugee response after visa criticism,"Mon, 07 Mar 2022 20:30:09 GMT",https://www.bbc.co.uk/news/uk-60645711,https://www.bbc.co.uk/news/uk-60645711?at_medium=RSS&at_campaign=KARANGA,"Boris Johnson says the UK will be ""very generous"" - but is facing calls to help more people fleeing."
Dizzee Rascal: Grime artist guilty of assaulting former partner,"Mon, 07 Mar 2022 20:59:22 GMT",https://www.bbc.co.uk/news/uk-england-london-60653545,https://www.bbc.co.uk/news/uk-england-london-60653545?at_medium=RSS&at_campaign=KARANGA,The grime artist was found guilty of assaulting his former partner in London last year.
Ed Sheeran denies Shape of You copyright claim at High Court trial,"Mon, 07 Mar 2022 17:14:20 GMT",https://www.bbc.co.uk/news/entertainment-arts-60648263,https://www.bbc.co.uk/news/entertainment-arts-60648263?at_medium=RSS&at_campaign=KARANGA,The pop singer is accused by two songwriters of copying parts of his 2017 hit Shape Of You.
McDonald's and Coca-Cola boycott calls grow over Russia,"Mon, 07 Mar 2022 17:55:35 GMT",https://www.bbc.co.uk/news/business-60649214,https://www.bbc.co.uk/news/business-60649214?at_medium=RSS&at_campaign=KARANGA,Food and drink giants have been criticised on social media for failing to speak out on Ukraine's invasion.
Ukraine war: PM calls for 'step-by-step' move from Russian fuel,"Mon, 07 Mar 2022 20:07:19 GMT",https://www.bbc.co.uk/news/uk-60642926,https://www.bbc.co.uk/news/uk-60642926?at_medium=RSS&at_campaign=KARANGA,"Meanwhile, the German chancellor says there is no alternative to Russian supplies at the moment."
"Iowa tornadoes: Seven people killed, including two children","Mon, 07 Mar 2022 20:01:42 GMT",https://www.bbc.co.uk/news/world-us-canada-60655723,https://www.bbc.co.uk/news/world-us-canada-60655723?at_medium=RSS&at_campaign=KARANGA,Seven people are dead after tornadoes packing winds of up to 138 mph (222kph) tore through Iowa.
Ukraine conflict: Your guide to understanding day 12,"Mon, 07 Mar 2022 20:06:29 GMT",https://www.bbc.co.uk/news/world-europe-60651973,https://www.bbc.co.uk/news/world-europe-60651973?at_medium=RSS&at_campaign=KARANGA,Russia is still bombarding cities despite offering escape routes. Here's your guide to day 12 of the war.
Why has 'Z' become a Russian pro-war symbol?,"Mon, 07 Mar 2022 16:59:12 GMT",https://www.bbc.co.uk/news/world-europe-60644832,https://www.bbc.co.uk/news/world-europe-60644832?at_medium=RSS&at_campaign=KARANGA,"In Russia, the 'Z' is fast becoming seen as a staunchly pro-war symbol - what does it mean?"
Ukraine war: Chernobyl workers' 12-day ordeal under Russian guard,"Mon, 07 Mar 2022 19:40:11 GMT",https://www.bbc.co.uk/news/world-europe-60638949,https://www.bbc.co.uk/news/world-europe-60638949?at_medium=RSS&at_campaign=KARANGA,"The nuclear power plant was seized on day one of Russia's invasion, and workers have not left since."
Ukrainians on way to UK hit paperwork dead-end in Calais,"Mon, 07 Mar 2022 16:52:24 GMT",https://www.bbc.co.uk/news/uk-60652914,https://www.bbc.co.uk/news/uk-60652914?at_medium=RSS&at_campaign=KARANGA,"""No visa for at least another week,"" said Misha, simply. ""No-one can help us in Calais."""
How many refugees have fled Ukraine and where are they going?,"Mon, 07 Mar 2022 17:22:16 GMT",https://www.bbc.co.uk/news/world-60555472,https://www.bbc.co.uk/news/world-60555472?at_medium=RSS&at_campaign=KARANGA,The UN says four million people may try to escape the war in Ukraine.
Family separated by war in Ukraine finally reunited,"Mon, 07 Mar 2022 18:13:27 GMT",https://www.bbc.co.uk/news/world-europe-60621254,https://www.bbc.co.uk/news/world-europe-60621254?at_medium=RSS&at_campaign=KARANGA,"Rita and her children were trapped in Ukraine when Russia invaded. After spending a week in their basement, they've finally been reunited with Rita's husband and their father Andy."
Servant of the People: 'Zelensky's comedy made me admire him more',"Mon, 07 Mar 2022 16:52:37 GMT",https://www.bbc.co.uk/news/newsbeat-60647206,https://www.bbc.co.uk/news/newsbeat-60647206?at_medium=RSS&at_campaign=KARANGA,The show where Zelensky's character becomes the unlikely president of Ukraine is airing in the UK.
Ukraine: Irish student makes fresh escape attempt,"Mon, 07 Mar 2022 18:19:02 GMT",https://www.bbc.co.uk/news/world-europe-60638895,https://www.bbc.co.uk/news/world-europe-60638895?at_medium=RSS&at_campaign=KARANGA,A 19-year-old Irish woman living in Sumy is trying to leave the country amid Russian attacks.
"Mercedes bullying led to Masi's removal as F1 race director, says Red Bull's Horner","Mon, 07 Mar 2022 16:37:40 GMT",https://www.bbc.co.uk/sport/formula1/60651647,https://www.bbc.co.uk/sport/formula1/60651647?at_medium=RSS&at_campaign=KARANGA,"Red Bull team principal Christian Horner accuses rivals Mercedes of ""bullying"" behaviour resulting in the removal of race director Michael Masi."
Man Utd players want manager clarity amid uncertainty,"Mon, 07 Mar 2022 19:56:22 GMT",https://www.bbc.co.uk/sport/football/60651899,https://www.bbc.co.uk/sport/football/60651899?at_medium=RSS&at_campaign=KARANGA,Manchester United's players are becoming increasingly concerned at the managerial void at Old Trafford as their season continues to unravel.
Lynagh withdraws from England squad after positive Covid-19 test,"Mon, 07 Mar 2022 20:32:15 GMT",https://www.bbc.co.uk/sport/rugby-union/60655676,https://www.bbc.co.uk/sport/rugby-union/60655676?at_medium=RSS&at_campaign=KARANGA,Louis Lynagh withdraws from the England squad before Saturday's Six Nations meeting with Ireland following a positive test for Covid-19.
Covid-19 in the UK: How many coronavirus cases are there in my area?,"Mon, 07 Mar 2022 17:43:34 GMT",https://www.bbc.co.uk/news/uk-51768274,https://www.bbc.co.uk/news/uk-51768274?at_medium=RSS&at_campaign=KARANGA,Explore the data on coronavirus in the UK and find out how many cases there are in your area.
Cancelled flights: Travel firms have oversold flights and holidays - Shapps,"Wed, 01 Jun 2022 06:10:24 GMT",https://www.bbc.co.uk/news/business-61654195,https://www.bbc.co.uk/news/business-61654195?at_medium=RSS&at_campaign=KARANGA,"The UK's transport secretary seeks a meeting with airlines and airports to ""find out what's gone wrong""."
Ukraine war: US to send longer-range rockets in latest aid package,"Wed, 01 Jun 2022 07:02:59 GMT",https://www.bbc.co.uk/news/world-us-canada-61655577,https://www.bbc.co.uk/news/world-us-canada-61655577?at_medium=RSS&at_campaign=KARANGA,The new weapons are part of a $700m (£556m) aid package US officials said would be unveiled on Wednesday.
Partygate: Boris Johnson urged to explain why fine did not breach ministerial code,"Wed, 01 Jun 2022 00:36:21 GMT",https://www.bbc.co.uk/news/uk-politics-61653755,https://www.bbc.co.uk/news/uk-politics-61653755?at_medium=RSS&at_campaign=KARANGA,"Lord Geidt says there is a ""legitimate question"" over whether Boris Johnson broke ministerial rules."
Driving test backlog sees exams sold for over £200,"Tue, 31 May 2022 23:00:05 GMT",https://www.bbc.co.uk/news/uk-61265729,https://www.bbc.co.uk/news/uk-61265729?at_medium=RSS&at_campaign=KARANGA,Tests are being re-sold on a secondary market as learners face months-long waits for an exam
Missguided: Sports Direct owner Frasers Group buys fashion retailer after collapse,"Wed, 01 Jun 2022 07:36:02 GMT",https://www.bbc.co.uk/news/business-61656681,https://www.bbc.co.uk/news/business-61656681?at_medium=RSS&at_campaign=KARANGA,"The fast fashion brand has suffered from supply chain issues, rising freight costs and increased competition."
Shanghai lockdown: Cheers and beers as Covid curbs are eased,"Wed, 01 Jun 2022 03:43:06 GMT",https://www.bbc.co.uk/news/world-asia-china-61655053,https://www.bbc.co.uk/news/world-asia-china-61655053?at_medium=RSS&at_campaign=KARANGA,Residents celebrated in the streets after midnight when restrictions were relaxed.
French Open: Rafael Nadal beats Novak Djokovic in late-night thriller,"Wed, 01 Jun 2022 06:37:18 GMT",https://www.bbc.co.uk/sport/tennis/61653969,https://www.bbc.co.uk/sport/tennis/61653969?at_medium=RSS&at_campaign=KARANGA,Rafael Nadal demonstrates why he is the greatest player in French Open history by beating Novak Djokovic in a late-night thriller to reach the semi-finals.
Women can safely have fewer smears thanks to HPV test,"Tue, 31 May 2022 23:02:42 GMT",https://www.bbc.co.uk/news/health-61646947,https://www.bbc.co.uk/news/health-61646947?at_medium=RSS&at_campaign=KARANGA,"Cervical screening is changing, but fewer checks will not mean more cancers missed, a study confirms."
